asin,average,rating_count,text_reviews_count,genres,rank,verifiedTrue_count,Format,am_countText_before,am_countText_after
0006393195,3.78,210,210," Science Fiction & Fantasy, Fantasy",12950258,85," Kindle Edition,  Unknown Binding,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",32085,15028
0006486185,4.02,47,47," Science Fiction & Fantasy, Fantasy",3276035,25," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",5209,2471
0002434032,4.85,13,13," Literature & Fiction, Fiction",1304887,11," Mass Market Paperback,  Audible Audiobook,  Paperback,  Hardcover",867,425
000648221X,3.67,45,45," Science Fiction & Fantasy, Science Fiction",3007927,8," Mass Market Paperback,  Kindle Edition,  Paperback",6663,3250
000648171X,4.86,35,35,na,18291760,18," Kindle Edition,  Paperback,  Hardcover,  Audio CD",2452,1146
0006482511,4.64,176,176," Christian Books & Bibles, Literature & Fiction",1195910,85," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",22660,10745
0006496873,4.57,37,37," Literature & Fiction, Contemporary",1234157,26," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3004,1453
0006483011,4.24,650,650," Literature & Fiction, Mythology & Folk Tales",3269099,379," School & Library Binding,  Kindle Edition,  Library Binding,  MP3 CD,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",86985,40899
0006480128,4.14,154,154," Science Fiction & Fantasy, Science Fiction",6979037,86," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",17752,8625
0006483674,3.69,26,26," Science Fiction & Fantasy, Science Fiction",13633387,5," Kindle Edition,  Unknown Binding,  Paperback,  Mass Market Paperback,  Hardcover",4895,2526
0006496431,3.84,57,57," Literature & Fiction, Contemporary",2310564,40," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",4455,2101
0006498000,4.15,232,232," Literature & Fiction, Fiction",4943077,190," Kindle Edition,  Paperback,  Hardcover",13735,6879
0006482074,4.74,19,19," Literature & Fiction, Fiction",1089437,11," Mass Market Paperback,  Kindle Edition,  Paperback",3857,1808
0006482848,3.28,18,18," Literature & Fiction, Humor & Satire",8895225,4," Mass Market Paperback,  Kindle Edition,  Paperback",4378,2172
0006482783,4.49,121,121," Literature & Fiction, Fiction",13769280,62," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",17218,8416
0006482880,4.04,53,53," Literature & Fiction, Literary",17979485,24," Mass Market Paperback,  Kindle Edition,  Paperback",10475,5204
0006395570,4.79,14,14," Literature & Fiction, Fiction",1328746,13," Kindle Edition,  Paperback",610,300
000649921X,4.69,140,140," Literature & Fiction, Fiction",4121853,114," Kindle Edition,  Audio Cassette,  MP3 CD,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",11680,5728
0006483895,3.3,56,56," Science Fiction & Fantasy, Fantasy",1022284,35," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3791,1700
0006490344,4.58,1120,1119," Literature & Fiction, Contemporary",484445,795," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Board book,  Mass Market Paperback,  Audible Audiobook,  Hardcover",73200,33121
0006479502,4.19,21,21," Science Fiction & Fantasy, Fantasy",543108,13, Paperback,2124,1023
0006490018,4.08,123,123,na,666089,43," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",13565,5956
0006482244,4.32,112,112," Science Fiction & Fantasy, Science Fiction",735054,55," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",15466,7441
0006483216,4.19,67,67," Literature & Fiction, Fiction",377386,30," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",7433,3507
0006158056,4.29,42,42," Literature & Fiction, Action & Adventure",187812,29," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",2748,1362
0006476155,4.31,2179,2179," Mystery, Thriller & Suspense, Mystery",5325856,1066," School & Library Binding,  DVD,  Kindle Edition,  Audio Cassette,  Blu-ray,  Unknown Binding,  Audible Audiobook,  Audio CD,  Paperback,  Mass Market Paperback,  Amazon Video,  VHS Tape,  Hardcover",119586,57227
0006511570,4.45,40,40," Literature & Fiction, Contemporary",2989553,38," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",1601,751
0006481795,4.55,83,83," Childrens Books, Literature & Fiction",6558290,38," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Hardcover",7308,3496
0006511767,4.03,106,106," Literature & Fiction, Contemporary",13266788,74," Kindle Edition,  Paperback,  Hardcover",7251,3518
0006498523,3.73,191,191," Mystery, Thriller & Suspense, Thrillers & Suspense",14751246,60," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",13108,6046
0006499473,4.22,23,23," Romance, Contemporary",2558927,14," Kindle Edition,  Leather Bound,  Audio CD,  Paperback,  Mass Market Paperback",2199,1028
000651202X,3.86,193,193," Literature & Fiction, Contemporary",2708670,97," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",23379,11638
0006512550,4.18,33,33," Mystery, Thriller & Suspense, Mystery",3087601,25," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",2899,1473
0006511848,2.98,42,42," Literature & Fiction, Contemporary",10512450,16," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",7192,3521
0006512372,4.26,42,42," Mystery, Thriller & Suspense, Mystery",4049467,24," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",4775,2283
0006478980,4.32,34,34," Mystery, Thriller & Suspense, Thrillers & Suspense",3624401,23," Kindle Edition,  Paperback,  Hardcover",3151,1549
000649692X,4.44,43,43," Literature & Fiction, Contemporary",842165,35," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3595,1721
0006393209,4.25,68,68," Science Fiction & Fantasy, Fantasy",14792742,47," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",6758,3235
0006388086,4.85,39,39," Biographies & Memoirs, True Crime",4183155,31," Kindle Edition,  Paperback,  Hardcover",2544,1258
0006385788,4.44,87,87," Politics & Social Sciences, Philosophy",96695,67," Kindle Edition,  Paperback",3838,1785
0006392261,4.38,13,13," Literature & Fiction, Contemporary",19694872,2," Kindle Edition,  Paperback,  Hardcover",2750,1315
0006157513,4.22,50,50," Literature & Fiction, Action & Adventure",1805638,36," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",4279,2103
0006499945,4.16,146,146," Mystery, Thriller & Suspense, Mystery",11677797,90," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",7406,3482
0006497128,4.1,10,10," Science Fiction & Fantasy, Science Fiction",3703114,3," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",1268,606
0006513174,4.03,61,61," Mystery, Thriller & Suspense, Thrillers & Suspense",8160273,41," Kindle Edition,  Paperback",2049,993
0006479006,4.34,38,38," Literature & Fiction, Contemporary",2832359,26," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",4846,2270
0006482791,3.55,29,29," Science Fiction & Fantasy, Science Fiction",1151482,5, Paperback,8404,4096
0006513654,4.6,20,20," Literature & Fiction, Contemporary",4421098,20," Kindle Edition,  Paperback",1452,671
0006493572,3.46,28,28," Mystery, Thriller & Suspense, Thrillers & Suspense",3073919,6," Mass Market Paperback,  Paperback,  Hardcover,  Audio Cassette",3767,1862
0006512062,3.6,89,89," Literature & Fiction, Contemporary",5690620,15," Mass Market Paperback,  Kindle Edition,  Paperback",10866,4843
0006511279,4.56,72,72," Literature & Fiction, Contemporary",5018255,44," Audible Audiobook,  Kindle Edition,  Paperback,  Audio CD",8671,4429
0006512089,3.58,19,19," Literature & Fiction, Fiction",4537955,10," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3248,1556
0006475973,3.4,47,47," Literature & Fiction, Fiction",4246856,14," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",7333,3584
0006530699,4.24,353,352," Business & Money, Processes & Infrastructure",96666,224," Audio CD,  Paperback,  Hardcover,  Audio Cassette",24737,11700
0006512275,4.33,27,27," Mystery, Thriller & Suspense, Mystery",3514214,16," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",2175,1118
0006483348,2.97,90,90," Science Fiction & Fantasy, Fantasy",1854032,28," Kindle Edition,  Digital,  Paperback,  Mass Market Paperback,  Hardcover",10422,4738
0006499236,4.59,133,133," Literature & Fiction, Fiction",6389113,103," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",11744,5886
0006513255,4.52,319,319," Literature & Fiction, Contemporary",4243725,273," Print on Demand (Paperback),  Kindle Edition,  Paperback",21609,10493
0006498515,4.29,209,209," Mystery, Thriller & Suspense, Mystery",8786452,145," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",9819,4744
0006531237,4.2,35,35," History, Asia",2310652,16," Kindle Edition,  Paperback,  Hardcover",5249,2584
0006513905,3.97,100,100," Literature & Fiction, Contemporary",799132,62," Kindle Edition,  Paperback,  Hardcover",9724,4558
0006137989,4.51,336,336," Literature & Fiction, British & Irish",3829292,273," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",18544,8933
0006483585,4.22,69,69," Science Fiction & Fantasy, Fantasy",3261113,25," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",12009,5760
0006510418,4.46,84,84," Literature & Fiction, Contemporary",12120525,60," Kindle Edition,  Paperback,  Hardcover,  Audio CD",5448,2714
0006512577,4.04,23,23," Mystery, Thriller & Suspense, Mystery",3068724,12," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",2655,1328
0006485944,4.22,139,139," Childrens Books, History",17966363,107," Kindle Edition,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",12047,5668
0006497012,4.07,69,69," Mystery, Thriller & Suspense, Thrillers & Suspense",5113295,37," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",7051,3308
0006513719,4.76,68,68," Literature & Fiction, Fiction",2825063,59," Kindle Edition,  Paperback",6685,3231
0006512666,4.33,64,64," Literature & Fiction, Fiction",5141419,23," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",8901,4071
0006483852,4.02,105,105," Science Fiction & Fantasy, Fantasy",3451732,34," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",15829,7309
000648011X,4.22,826,825," Science Fiction & Fantasy, Fantasy",1453683,560," Kindle Edition,  MP3 CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",86313,40059
0006161227,4.24,55,55," Literature & Fiction, Action & Adventure",293336,34," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",4667,2252
0006498450,3.68,57,57," Literature & Fiction, Fiction",478980,27," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",3087,1548
0006546285,4.51,41,41," Politics & Social Sciences, Philosophy",19871567,30," Kindle Edition,  Paperback,  Hardcover",3454,1610
0006483569,3.74,147,147," Science Fiction & Fantasy, Fantasy",1307418,57," Kindle Edition,  Digital,  Paperback,  Mass Market Paperback,  Hardcover",14641,6963
0006513778,4.46,46,46," Mystery, Thriller & Suspense",439887,45," Kindle Edition,  Paperback",2112,1031
0006546846,3.95,43,43," Literature & Fiction, Literary",4844969,21," Kindle Edition,  Paperback,  Hardcover",6552,3012
0006498442,3.24,62,62," Literature & Fiction, Fiction",964080,32," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",4424,2087
0006499260,4.72,100,100," Literature & Fiction, Fiction",3172379,75," Kindle Edition,  Paperback,  Hardcover,  Audio CD",9326,4508
0006513220,4.46,1334,1334," Literature & Fiction, Fiction",3186665,988," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",118693,54177
0006513085,4.45,346,346," Literature & Fiction, Action & Adventure",5419692,194," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",27834,13132
0006387845,3.87,158,158," History, Asia",8702516,98," Kindle Edition,  Paperback,  Hardcover",19980,9858
0006547192,4.13,15,15," Literature & Fiction, World Literature",2472417,8," Kindle Edition,  Paperback,  Hardcover",1997,1009
0006543545,3.46,158,158," Literature & Fiction, Fiction",1543173,86," Kindle Edition,  Paperback,  Hardcover",14228,6782
0006499627,4.71,329,329," Mystery, Thriller & Suspense",6468239,308," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Hardcover",14307,7146
0006514057,4.4,20,20," Literature & Fiction, Contemporary",3981296,15," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",2464,1199
0006548474,3.34,104,104," Literature & Fiction, Contemporary",4523983,38," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",10765,5171
0006514219,3.98,66,66," Literature & Fiction, Contemporary",2715862,36," Kindle Edition,  Paperback,  Hardcover",8385,3906
0006531768,3.71,69,69," Literature & Fiction, Contemporary",1250750,13," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",7571,3501
0006483968,4.58,12,12," Science Fiction & Fantasy, Science Fiction",972352,11, Paperback,505,243
0006530680,4.31,205,205, Business & Money,1287533,108," Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",14774,6966
0006550452,4.15,13,13," History, Asia",1795889,3," Kindle Edition,  Paperback",2164,1126
0006552307,3.78,23,23," Literature & Fiction, Contemporary",8462316,8," Kindle Edition,  Paperback,  Hardcover",5246,2584
0006512674,4.02,41,41," Mystery, Thriller & Suspense, Thrillers & Suspense",3185060,8," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",5643,2688
0006512410,4.23,13,13," Mystery, Thriller & Suspense, Mystery",4088439,5," Audio Cassette,  MP3 CD,  Paperback,  Mass Market Paperback,  Hardcover",1882,978
0006490271,4.0,17,17," Science Fiction & Fantasy, Science Fiction",1504891,12," Mass Market Paperback,  Kindle Edition,  Hardcover",963,454
0006551424,4.53,47,47, Literature & Fiction,15726648,22," Kindle Edition,  Paperback,  Hardcover",4898,2501
0006478999,4.41,34,34," Mystery, Thriller & Suspense, Thrillers & Suspense",6295187,28," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",1692,806
0006532306,1.71,14,14," Biographies & Memoirs,Art & Literature",5082728,2," Kindle Edition,  Paperback",2102,1085
0006551807,4.18,1197,1197," Literature & Fiction, Contemporary",2590893,575," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",123938,59444
0006512267,4.18,11,11," Mystery, Thriller & Suspense, Mystery",6606266,4," Mass Market Paperback,  Paperback,  Hardcover",1254,612
0006552110,4.52,81,81, Biographies & Memoirs,1965732,50," Kindle Edition,  Paperback,  Hardcover",15792,7797
0006551114,3.92,53,53," Literature & Fiction, Action & Adventure",2780280,26," Kindle Edition,  Paperback,  Hardcover",4456,2001
0006479901,4.47,45,45," Science Fiction & Fantasy, Fantasy",2099438,34," Kindle Edition,  Paperback",2885,1433
0006532365,4.43,293,293," Crafts, Hobbies & Home, Pets & Animal Care",2543223,205," Kindle Edition,  Paperback,  Hardcover",25920,12026
000648204X,3.51,49,49," Literature & Fiction, Fiction",10120345,17," Mass Market Paperback,  Kindle Edition,  Paperback,  Audio CD",5164,2411
0006510426,4.5,822,822," Literature & Fiction, Fiction",9316362,702," Kindle Edition,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",49126,24562
0006513379,3.68,22,22," Literature & Fiction, Action & Adventure",1110333,12," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",2702,1301
0006511066,4.65,17,17," Science Fiction & Fantasy, Fantasy",990832,12," Kindle Edition,  Paperback",1483,710
0006480101,4.33,694,694," Science Fiction & Fantasy, Fantasy",2778376,497," Kindle Edition,  MP3 CD,  Audio CD,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",63358,29925
0006551475,4.3,37,37, Biographies & Memoirs,12801197,20," Kindle Edition,  Paperback",5858,2911
0006547680,4.09,11,11," Literature & Fiction, Literary",10209466,2," Kindle Edition,  Paperback,  Hardcover",2338,1104
0006492460,4.79,24,24," Crafts, Hobbies & Home, Antiques & Collectibles",672593,17," Paperback,  Hardcover",1213,570
000639194X,4.17,42,42," Childrens Books, Literature & Fiction",15673330,18," Kindle Edition,  Paperback,  Hardcover",4419,2008
